FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1019986,La Familia Verde Market,http://lafamiliaverde.org,,,,,Tremont Ave between Arthur Ave & LaFontaine Ave,Bronx,Bronx,New York,10457,07/07/2020 to 11/17/2020,Tue: 8:00 AM-2:00 PM;,,,,,,,-73.891978,40.849357,,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/29/2020 7:56:18 PM
1020123,La Grange Farmers' Market & Artisans,http://lagrangefarmersmarket.com,La Grange Farmers' Market & Artisans,,,,100 East Main Street,La Grange,Oldham,Kentucky,40031,05/08/2021 to 05/08/2021,Sat: 9:00 AM-1:00 PM;,,,,,,,-85.379458,38.407465,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,2/9/2021 12:54:27 PM
1019506,La Plata Farmers Market - Saturday,https://townoflaplata.org/farmersmarket,https://www.facebook.com/LaPlataFarmersMarket/,,,https://www.instagram.com/lpmdmarketmaster/,209 Washington Ave,La Plata,Charles,Maryland,20646,04/06/2019 to 11/30/2019,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-76.978699,38.531647,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,5/7/2019 4:02:37 PM
1019649,Lachat Farmers Market,https://lachattownfarm.org/farmers-market.php,https://www.facebook.com/Lachat-Town-Farm-1453666524945229/?epa=SEARCH_BOX,,,https://www.instagram.com/lachattownfarm/,106 Godfrey Road West,Weston,Fairfield,Connecticut,06883,06/28/2019 to ,Fri: 4:00 PM-8:00 PM;,,,,,,,-73.385668,41.235769,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,7/30/2019 1:19:59 PM
1019409,Lafayette County Farmers Market,,https://www.facebook.com/Lafayette-County-Farmers-Market-At-Lewisville-1709681622637869/,,,,224 E. First Street,Lewisville ,Lafayette,Arkansas,71845,06/01/2019 to 08/31/2019,Sat: 7:00 AM-12:00 PM;,,,,,,,-93.577673,33.355445,,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/2/2019 9:45:34 AM
1019103,Lake Barrington Farmer's Market,http://www.LakeBarringtonFarmersMarket.com,https://www.facebook.com/Labafama/,,,#LaBaFaMa,28214 West Northwest Highway,Lake Barrington,Lake,Illinois,60010,06/05/2018 to 09/25/2018,Tue: 3:00 PM-7:00 PM;,,,,,,,-88.183818,42.180694,,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,5/16/2018 12:16:39 PM
1003863,Lake Oswego Farmers' Market,,https://www.facebook.com/pages/Lake-Oswego-Farmers-Market/,,,,"Millennium Plaza Park, 200 First Street",Lake Oswego,Clackamas,Oregon,97034,05/08/2021 to 05/08/2021,Sat: 8:30 AM-1:30 PM;,,,,,,,-122.664774,45.417855,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,1/21/2021 5:15:52 PM
1012206,Lake Placid Farmers' Market ,http://www.ausablevalleygrangefarmersmarkets.com/lake-placid.html,https://www.facebook.com/ausablevalleygrangefarmersmarkets/,,,,281 Station Street,Lake Placid,Essex,New York,12946,06/27/2018 to 10/17/2018,Wed: 2:00 PM-6:00 PM;,,,,,,,-73.9841054,44.2770413,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,8/14/2018 10:37:23 AM
1019850,Lakes Area Growers Market,http://www.brainerdfarmersmarket.com,Lakes Area Growers Market,,,,1001 Kingwood ST,Brainerd,Crow Wing,Minnesota,56401,05/12/2020 to 10/20/2020,Tue: 8:00 AM-12:30 PM;,,,,,,,-94.193437,46.358912,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/30/2020 1:55:29 PM
1019851,Lakes Area Growers Market,http://www.brainerdfarmersmarket.com,Lakes Area Growers Market,,,,7915 MN-210 ,Baxter ,Crow Wing,Minnesota,56425,05/08/2020 to 10/23/2020,Fri: 8:00 AM-12:30 PM;,,,,,,,-94.235284,46.352551,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,4/30/2020 2:19:17 PM
1019198,Lakeside Farmers Market - Saturday - year round,http://www.lakesidefarmersmarket.net/,https://www.facebook.com/LakesideMarketRVA/,,,@LakesideMarketRVA,6110 Lakeside Avenue,RICHMOND,Henrico,Virginia,23228,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.4710931,37.6145155,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,7/31/2018 9:06:06 AM
1002021,Lakeside Farmers' Market,http://www.lakesidefarmersmarket.net,https://www.facebook.com/pages/Lakeside-farmers-market/96856541016,,,,1606 lakeside ave.,henrico,Henrico,Virginia,23228,01/01/2018 to 12/31/2018,Wed: 9:00 AM-2:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-77.470522,37.614945,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,7/26/2018 3:48:25 PM
1002521,Lakewood Earth and Food (LEAF) Community Farmers' Market,http://www.leafcommunity.org,https://www.facebook.com/pg/leafcommunity.org/posts/,,,@leaf_community,15425 Detroit,Lakewood,Cuyahoga,Ohio,44107,06/10/2021 to 06/10/2021,Thu: 5:30 PM-7:30 PM;,,,,,,,-81.8042660,41.4845390,,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,2/11/2021 8:38:27 AM
1019427,Lakewood NY Farmers' and Artisans' Market,http://lakewoodny.com/government/lakewoods-farmers-artisans-market/,https://www.facebook.com/lakewoodnyfarmersmarket/,,,https://www.instagram.com/farmersmarketlakewoodny/,Chautauqua Ave,Lakewood,Chautauqua,New York,14750,07/11/2019 to 09/26/2019,Thu: 10:00 AM-2:00 PM;,,,,,,,-79.326095,42.103565,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,3/11/2019 8:14:02 PM
1020051,Lakewood Village Farmers Market,http://goodlocalmarkets.org,,,,,6434 E Mockingbird Lane,Dallas,Dallas,Texas,75218,02/09/2020 to 08/30/2020,Sun: 9:00 AM-12:00 PM;,,,,,,,-96.751083,32.835725,,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,8/6/2020 4:01:08 PM
1019035,Lamoni Farmer's Market,,Lamoni Farmers' Market,,,,610  E. Main St  or Corner of Main St & South Linden St,Lamoni,Decatur,Iowa,50140,05/16/2018 to 10/31/2018,Wed: 3:30 PM-6:30 PM;,06/02/2018 to 09/29/2018,Sat: 9:00 AM-12:00 PM;,,,,,-93.933204,40.623530,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,4/2/2018 4:48:37 PM
1021683,Lanark Farmers Market,https://lanarkfarmersmarket.com/,https://www.facebook.com/LanarkFarmersMarket/,https://twitter.com/lanark_market,,https://www.instagram.com/lanarkfarmersmarket/,101 N Broad St,Lanark,Carroll,Illinois,61046,05/17/2022 to 05/17/2022,Tue: 3:00 PM-6:00 PM;,,,,,,,-89.832636,42.102271,,Y,N,N,N,Y,-,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2/1/2022 2:11:14 PM
1019852,Lancaster Farmers Market,https://www.lancasterohfarmersmarket.org/,https://www.facebook.com/lancasterohfarmersmarket,,,,West Chestnut Street,Lancaster,Fairfield,Ohio,43130,05/01/2021 to 05/01/2021,Sat: 8:30 AM-12:00 PM;,,,,,,,-82.603853,39.712631,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2/11/2021 4:55:39 PM
1019352,Landon's Greenhouse Farmers Market,https://landonsgreenhouse.com/local-foods/,Landon's Saturday Farmers Market,,,,505 College Meadows Drive,Sheridan,Sheridan,Wyoming,82801,02/06/2021 to 02/06/2021,Sat: 10:00 AM-12:00 PM;,06/05/2021 to 06/05/2021,Sat: 9:00 AM-12:00 PM;,10/02/2021 to 10/02/2021,Sat: 10:00 AM-12:00 PM;,,,-106.948321,44.760524,,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,3/8/2021 6:16:30 PM
1005352,Lane County Farmers Holiday Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,,Lane Event Center (Fairgrounds),Eugene,Lane,Oregon,97401,11/02/2019 to 12/29/2019,Sat: 10:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,-123.116207,44.056748,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,6/5/2019 11:17:39 AM
1009803,Lane County Farmers Market,http://www.lanecountyfarmersmarket.org/,https://www.facebook.com/lanecounty.farmersmarket.3?fref=ts,https://twitter.com/farmmarketeers,https://www.youtube.com/channel/UCZELeX-wwsyo4M1h7ehatVQ,,8th Ave & Oak St.,Eugene ,Lane,Oregon,97401,02/02/2019 to 03/30/2019,Sat: 10:00 AM-2:00 PM;,04/06/2019 to 10/29/2019,Tue: 10:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,-123.091540,44.050826,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,6/5/2019 11:18:25 AM
1019756,Lansdale Farmers' Market,https://www.lansdalefarmersmarket.org/,https://www.facebook.com/LansdaleFarmersMarket/,Twitter: @LansdaleFM,,https://www.instagram.com/lansdalefarmersmarket/,400 Penn Street,Lansdale,Montgomery,Pennsylvania,19446,05/15/2021 to 05/15/2021,Sat: 9:00 AM-12:30 PM;,,,,,,,-75.277496,40.234201,,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,1/21/2021 7:08:39 PM
1021291,Larimer County Farmers' Market,http://larimercountyfm.org,https://www.facebook.com/larimercountyfm,,,@larimercountyfm,200 W. Oak St.,Fort Collins,Larimer,Colorado,80521,05/22/2021 to 05/22/2021,Sat: 9:00 AM-1:00 PM;,,,,,,,-105.080197,40.586073,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,1/25/2021 11:11:14 AM
1021661,Latah Farmers Market,http://www.latahfarmersmarket.com/,https://www.facebook.com/latahfarmersmarket,,,https://www.instagram.com/latahfarmersmarket,State Highway 8,"Troy, ID",Latah,Idaho,83871,06/04/2022 to 06/04/2022,Sat: 9:00 AM-1:00 PM;,,,,,,,-116.775987,46.736826,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,1/17/2022 11:15:45 AM
1012344,Latham Farmers Market,http://Lathamfarmersmarket.org,Latham Farmers Market,,,Instagram ,109 Weatherly Road,Huntsville ,Madison,Alabama,35803,05/07/2019 to 09/24/2019,Tue: 3:00 PM-6:00 PM;,,,,,,,-86.564530,34.647522,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,1/6/2019 9:44:32 PM
1019030,Laurel Farmers Market,http://downtownthursday.com,facebook.com/downtownlaurelfarmersmarket/,,,,,Laurel,Jones,Mississippi,39440,05/31/2018 to 07/26/2018,Thu: 5:00 PM-8:00 PM;,,,,,,,-89.130033,31.692522,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,3/28/2018 2:27:59 PM
1018834,Lawrence Farmers Market,http://www.lawrencemi.org/lawrence-farmers-market/,https://www.facebook.com/LawrenceFarmersMkt,,,,,Lawrence ,Van Buren,Michigan,49064,07/11/2020 to 09/26/2020,Sun: 9:00 AM-1:00 PM;,,,,,,,-86.048868,42.219637,,Y,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,9/11/2020 5:28:18 PM
1021324,Lawrence Farmers' Market - Saturday Downtown Market,https://www.lawrencefarmersmarket.org/,https://www.facebook.com/lawrencefarmersmarket,https://twitter.com/lawrencefresh?lang=en,,https://www.instagram.com/lawrencefarmersmarket/,824 New Hampshire Street,Lawrence,Douglas,Kansas,66044,04/10/2021 to 04/10/2021,Sat: 7:30 AM-11:30 AM;,,,,,,,-95.234480,38.968590,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,1/27/2021 9:59:53 PM
1021325,Lawrence Farmers' Market - Tuesday Market,https://www.lawrencefarmersmarket.org/,https://www.facebook.com/lawrencefarmersmarket,https://twitter.com/lawrencefresh?lang=en,,https://www.instagram.com/lawrencefarmersmarket/,1140 Massachusetts Street,Lawrence,Douglas,Kansas,66044,05/04/2021 to 05/04/2021,Tue: 4:00 PM-6:00 PM;,,,,,,,-95.235986,38.963018,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,1/27/2021 10:07:56 PM
1019450,Lawrenceville Farmers Market,http://www.lunited.org/programs/community-planning-development/lawrenceville-farmers-market/,www.facebook.com/lvillefarmmarket,,,@lvillefarmmarket (Instagram) ,250 40th Street,Pittsburgh,Allegheny,Pennsylvania,15201,06/04/2019 to 10/29/2019,Tue: 4:00 PM-7:00 PM;,,,,,,,-79.961092,40.467011,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,4/3/2019 3:44:32 PM
1021647,LEAF Food Hub,http://www.leaffoodhub.com,https://www.facebook.com/LEAFFoodHub,,,https://www.instagram.com/leaffoodhub/," 9535 US Hwy 51 N, Cobden, IL 62920",Cobden,Union,Illinois,62920,01/01/2021 to 01/01/2021,Tue: -8:00 PM;Fri: 12:00 PM-;,,,,,,,-89.254353,37.533392,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,12/14/2021 3:55:57 PM
1016810,Lebanon City Market,,www.facebook.com/lebanoncitymarket,https://twitter.com/lebanoncitymkt,,,309 S Lebanon St.,Lebanon ,Boone,Indiana,46052,05/04/2018 to 10/05/2018,Fri: 4:00 PM-7:00 PM;,,,,,,,-86.4690470,40.0456714,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,8/2/2018 3:17:01 PM
1018113,Lebanon Farmers Market,http://www.lebanonct.gov,Lebanon Farmers' Market,,,,579 Exeter Road,Lebanon,New London,Connecticut,06249,05/22/2021 to 05/22/2021,Sat: 9:00 AM-12:00 PM;,,,,,,,-72.212877,41.635781,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,1/26/2021 9:05:30 AM
1019158,Legacy Farmers Market,http://legacyfarmersmarket.com,www.facebook.com/LegacyFarmersMarket,,,www.instagram.com/legacyfarmersmarket/, 18402 US Highway 281 N,San Antonio,Bexar,Texas,78259,01/01/2018 to 12/31/2018,Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,-98.465436,29.609419,,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,7/6/2018 5:09:54 PM
1006652,Legion Park Farmers Market ,http://urbanoasisproject.org,https://www.facebook.com/LegionParkFarmersMarket/,https://twitter.com/urbanoasisproj,,IG @urban_oasis_project,6601 Biscayne Blvd,Miami,Miami-Dade,Florida,33138,01/01/2020 to 12/31/2020,Sat: 9:00 AM-2:00 PM;,,,,,,,-80.183684,25.836451,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,12/28/2020 1:19:10 PM
1002768,Leland Farmers Market,http://www.leelanaufarmersmarkets.com,https://www.facebook.com/leelanaufarmersmarkets/,,,,River Street,Leland,Leelanau,Michigan,49654,06/10/2021 to 06/10/2021,Thu: 9:00 AM-1:00 PM;,,,,,,,-85.759459,45.022857,,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2/1/2021 2:57:48 PM
1019512,Lenexa Farmers Market,,www.facebook.com/groups/lenexafarmmkt/,,,,17201 W. 87th St. Pkwy,Lenexa,Johnson,Kansas,66219,04/27/2019 to 10/26/2019,Tue: 9:00 AM-1:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-94.803914,38.965267,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,5/7/2019 11:52:36 AM
1010483,Lenoir County Farmers Market,,Lenoir County Farmers Market,,,,100N. Herritage Street,Kinston,Lenoir,North Carolina,2804,01/01/2018 to 12/31/2018,Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,-77.584119,35.260631,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/31/2018 12:21:56 PM
1016916,Lettuce Eat Well Farmers' Market,http://www.lewfm.org,lewfm,,,,4040 Harrison Ave,Cincinnati,Hamilton,Ohio,45211,05/04/2018 to 10/26/2018,Fri: 3:30 PM-6:30 PM;,11/02/2018 to 04/19/2019,Fri: 3:30 AM-6:30 PM;,,,,,-84.6172030,39.1587027,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,7/29/2018 7:52:03 PM
1004651,Lewis County General Hospitals Farmers Market,http://www.lcgh.net,,,,,7785 North State street,Lowville,Lewis,New York,13367,06/20/2013 to 09/26/2013,Thu: 11:00 AM-3:00 PM;,,,,,,,-75.500665,43.794672,,Y,Y,Y,Y,N,-,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 9:59:55 AM
1019503,Lewiston Area Farmers Market,http://www.crossingscenter.com/farmersmarket,@TheCrossingsCenter,,,Instagram:  crossingscenter,170 S Fremont St,Lewiston,Winona,Minnesota,55952,06/19/2019 to 09/04/2019,Wed: 5:00 PM-8:00 PM;,,,,,,,-91.866902,43.980991,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,5/3/2019 6:02:22 AM
1019808,Lewiston Farmers Market,https://www.lewistonfarmersmarket.com/,https://www.facebook.com/lewistonfarmersmarket/,https://twitter.com/LewistonMarket,https://www.youtube.com/user/mainefarmersmarket/,,65 Main St.,Lewiston,Androscoggin,Maine,04240,05/10/2020 to 10/25/2020,Sun: 10:00 AM-2:00 PM;,,,,,,,-70.220379,44.096575,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,3/24/2020 5:08:05 PM
1019726,Lewiston Winter Farmers Market,https://www.lewistonfarmersmarket.com/,https://www.facebook.com/lewistonfarmersmarket/,@LewistonMarket,lewistonfarmersmarket,,130 East Ave.,Lewiston,Androscoggin,Maine,04240,12/15/2019 to 02/23/2020,Sun: 9:00 AM-12:00 PM;,,,,,,,-70.172185,44.089594,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,12/14/2019 8:16:10 PM
1021470,Lexington Farmers' Market,https://www.lexingtonfarmersmarket.org/,https://www.facebook.com/LexingtonFarmersMkt,,,https://www.instagram.com/lexingtonfarmersmarket/,Worthen Road Practice Field,Lexington,Middlesex,Massachusetts,02421,06/01/2021 to 06/01/2021,Tue: 2:00 PM-6:30 PM;,,,,,,,-71.235394,42.444009,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,5/18/2021 11:22:06 AM
1019346,Lexington Small Yet Mighty Winter Farmers Market,http://www.lexingtonfarmersmarket.org/,https://www.facebook.com/LexingtonFarmersMkt/,,,https://www.instagram.com/lexingtonfarmersmarket/,739 Massachusetts Avenue,LEXINGTON,Middlesex,Massachusetts,02420,01/05/2019 to 04/13/2019,Sat: 11:00 AM-2:00 PM;,,,,,,,-71.206748,42.429242,,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,1/2/2019 2:34:08 PM
1019650,Liberty Park Market,,https://www.facebook.com/libertyparkmarket/?ref=settings,https://twitter.com/LibertyParkMrkt,,https://www.instagram.com/libertyparkmarket/,"Liberty Park, 600 East 900 South",Salt Lake City,Salt Lake,Utah,84105,,Fri: 4:00 PM-8:30 PM;,,,,,,,-111.872426,40.744796,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,7/30/2019 11:54:50 PM
1018927,Ligonier Country Market,http://www.ligoniercountrymarket.com,@LigonierCountryMarket,@LigonierMarket,,#ligoniermarket,110 Andi Lane,Ligonier,Westmoreland,Pennsylvania,15658,05/19/2018 to 09/29/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,-79.2507333,40.2501886,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,2/6/2018 4:27:05 PM
1021361,Lilburn Farmers Market,http://www.lilburnfarmersmarket.org,www.facebook.com/lilburnfarmersmarket,,,@lilburnfarmersmkt,1400 Killian Hill Rd,Lilburn,Gwinnett,Georgia,30047,05/07/2021 to 05/07/2021,Fri: 4:00 PM-7:00 PM;,,,,,,,-84.081093,33.859588,,Y,N,N,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2/21/2021 11:43:14 PM
1004848,Lincoln County Producers' Markets,,,,,,360 Lincoln Street,Caliente,Lincoln,Nevada,89008,04/05/2018 to 11/01/2018,Thu: 4:00 PM-5:30 PM;,,,,,,,-114.5149,37.61666,,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/26/2018 5:06:14 PM
1011300,Lincoln Heights Certified Farmers Market,http://LHBA.org,Lincoln Heights Certified Farmers Market,,,,N. Broadway & Sichel,Los Angeles,Los Angeles,California,90031,01/01/2020 to 12/31/2020,Wed: 3:00 PM-8:00 PM;,,,,,,,-118.213092,34.073480,,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,8/3/2020 5:36:05 PM
1020132,Lincoln Heights Certified Farmers Market,http://www.lhbala.org,Lincoln Heights Certified Farmers Market,,,,N. Broadway & Sichel,Los Angeles ,Los Angeles,California,90031,01/01/2020 to 12/31/2020,Wed: 3:00 PM-8:00 PM;,,,,,,,-118.213102,34.073591,,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,8/20/2020 1:53:46 PM
