market_id,market_name,street,city,state,zip,lat,lon
1002767,Glen Arbor Farmers Market,6394 Western Ave.,466,6,49636,44.897978,-85.986905
1005588,GLENCOE,201  W CHASTAIN BLVD. WEST,467,37,35905,33.957828,-85.934714
1019710,Glens Falls Farmers Market Association,10 Sanford St,468,19,12801,43.317546,-73.653504
1019414,Glenwood Sunday Market,,7,5,60626,41.837551,-87.681844
1021364,Goddard Memorial State Park Farmers Market,1095 Ives Rd,469,29,2818,41.649602,-71.444335
1020050,Good Local Markets White Rock Farmers Market,9150 Garland Road,470,14,75218,32.829956,-96.706451
1019833,Goodhue Farmers Market,411 Rosie Park Way,471,20,55027,44.403334,-92.624672
1021350,Gooding Farmer's Market,Corner of 13th and Main,472,31,83330,42.932194,-114.712524
1021308,Gorgas Park Farmers' Market,6300 Ridge Avenue,213,11,19128,40.037308,-75.221221
1012253,Goshen Farmers Market,South Church and Main Street,473,19,10924,41.401966,-74.322899
1021392,Grand Prairie Farmers Market,505 S. Main St.,474,30,72160,34.49802,-91.55237
1005937,Grand Rapids Farmers' Market,11 Golf Course Road,453,20,55744,47.221394,-93.529757
1017947,Grandin Village Farmers Market,2080 Westover Ave SW,475,9,24015,37.265053,-79.978064
1021484,Grant Park Farmers Market,1040 Grant Street SE,354,24,30315,33.725504,-84.376724
1019989,Grass Roots Farmers Market,W.145th. Street between Edgecombe & Bradhurst Aves.,312,19,10031,40.823804,-73.943475
1009808,"Great Falls Farmers Market, Turners Falls",Peskeomskut Park,476,28,1376,42.606069,-72.559612
1021456,Greater Washington County Food Bank Farmers' Market,909 National Pike West,477,11,15417,40.041867,-79.977907
1006059,Greater Watertown-North Country Chamber of Commerce Farm & Craft Market,317 Washington St.,478,19,13601,43.9720956981182,-75.9112726897001
1021289,Greeley Farmers Market,902 7th Ave.,479,15,80631,40.424001,-104.689105
1021319,Green City Market Lincoln Park,1817 N. Clark St,7,5,60614,41.915854,-87.633865
1021320,Green City Market West Loop,115 S. Sangamon St,7,5,60607,41.880039,-87.650439
1004849,Green Market at Piedmont Park,1071 Piedmont Ave NE,354,24,30309,33.784257,-84.378551
1006997,Green Scene Walker Community Farmer's Market,617 Michigan Avenue,480,20,56484,47.100539,-94.584857
1019805,Greenbelt Farmers Market,25 Crescent Road,481,35,20770,39.001146,-76.877296
1019132,Greene Farmers Market,42 Carmen Place,482,9,22968,38.233858,-78.384143
1018472,Gretna Farmers Market,739 Third Street,483,10,70053,29.9165076,-90.0653599
1021382,Grinnell Farmers Market,833 4th Ave,484,23,50112,41.743189,-92.724057
1021536,Grove Farm Market,4411 Kikowaena St,485,12,96766,21.965378,-159.395575
1019088,Grow Baton Rouge Farmers Market,4000 Gus Young Ave,486,10,70802,30.4617557,-91.1491139
1021247,Growing Augusta Pop-Up Market,3647 Karleen Rd,487,24,30815,33.387808,-82.11834
1018619,Guttenberg Farmers Market,400 Block of South River Park Drive,488,23,52052,42.782433,-91.095446
1005265,Halawa District Park (People's Open Market),99-795 Iwaiwa Street,489,12,96701,21.373292,-157.914948
1001804,Halifax Market Place & Farmers Market,209 South Main Street,490,9,24558,36.76317,-78.92836
1021584,Hamilton Park Farmers Market,Hamilton Park,491,2,7302,40.72781,-74.044847
1019673,Hamilton's Historic Farmers Market,345 High Street,492,4,45011,39.394328,-84.565522
1018774,Hammond's Grandson's Produce,7165 Ramsey Street,493,43,28310,35.1865196,-78.8531625
1019738,Hampden Farmers Market,106 Western Ave.,494,33,4444,44.74558,-68.847236
1019209,Hampton Blvd Farmers Market,7400 Hampton Blvd.,495,9,23505,36.912352,-76.305582
1001597,Hampton Farmers Market,1st Street NW and 1st Ave. NW,149,23,50441,42.742892,-93.209702
1021583,Hana Farmers Market,Hana Highway,496,12,96713,20.750751,-155.986942
1006425,Hanalei Farmers' Market at Hale Halawai 'Ohana O Hanalei,55299C Kuhio Hwy,497,12,96714,22.201731,-159.499208
1019065,Hancock County Farmers' Market,200 West Main Cross,498,4,45840,41.039589,-83.653004
1019148,Hanover Market House,210 East Chestnut Street,499,11,17331,39.803273,-76.98261
1019533,HAPI Fresh Farmers' Market,647 E. Market Street,263,4,44304,41.080456,-81.521429
1019770,HAPI Fresh Farmers' Market,381 Ontario Street,263,4,44310,41.080456,-81.521429
1019154,Hardy’s Farm Market,4525 Knoll Rd,449,17,46809,41.0359345,-85.2011808
1018380,Harker Heights Farmers Market,850 West Central Texas Expressway,500,14,76548,31.073245,-97.681611
1021696,Harlingen Farmers Market,218 E Tyler Ave,501,14,78550,26.189375,-97.694079
1021555,Harrison City Market,121 E. Main Street,502,6,48625,44.019859,-84.800573
1020122,Harrison County Farmers Market - Saturday,364 Oddville Ave,503,27,,38.394075,-84.286978
1020125,Harrison County Farmers Market - Wednesday,111 S Main St,503,27,,38.390005,-84.297879
1020107,Hart County Farmers Market,Main Street,504,27,42765,37.271492,-85.889578
1011782,Hartford Farmers Market,1001 N Oaks Ave,251,41,57033,43.632679,-96.947438
1019383,Harvest Home 125th Street Market,W. 125th Street & Adam Clayton Powell Blvd,312,19,,40.808707,-73.947702
1019373,Harvest Home Brower Park Market,Brooklyn Avenue & Prospect Place,312,19,,40.674043,-73.94453
1019374,Harvest Home Clinton Hill Market,Lafayette btwn Waverly & Washington,316,19,,40.688145,-73.96631
1019366,Harvest Home Co-Op City Market,Asch Loop & Aldrich Street,505,19,,40.870274,-73.831007
1019375,Harvest Home Coney Island Hospital Market,Ocean Pkwy btwn Shore Pkwy & Avenue Z,312,19,,40.58551,-73.966129
1019380,Harvest Home East Harlem Market,E. 104th Street & 3rd Avenue,312,19,,40.790266,-73.945625
1019381,Harvest Home Harlem Hospital Market,Lenox Avenue btwn W. 136th & W. 138th Street,312,19,,40.814968,-73.9401
1019377,Harvest Home Hunts Point Market,E. 163rd btwn Southern & Bruckner Boulevards,312,19,,40.820779,-73.890698
1019378,Harvest Home Jacobi Hospital Market,1400 Pelham Parkway,312,19,,40.857347,-73.846979
1019376,Harvest Home Kings County Hospital Market,Clarkson Avenue btwn E. 37th & E. 39th Street,312,19,,40.655889,-73.94252
1019382,Harvest Home Lenox Avenue Market,Lenox Avenue btwn W. 117th & W. 118th Street,312,19,,40.803029,-73.948857
1002339,Harvest Home Metropolitan Hospital Market,97-99th Street and 2nd Ave.,317,19,,40.785539,-73.94622
1002335,Harvest Home Mt. Eden Market,Mt. Eden Pkwy & Morris Avenue,505,19,,40.8427,-73.909517
1005332,Harvest Home North Central Bronx Market,E. Mosholu Pkwy N. & Jerome Avenue,505,19,,40.880479,-73.883864
1019379,Harvest Home St. Mary's Park Market,E. 149th Street & Eagle Avenue,312,19,,40.81385,-73.911898
1002345,Harvest Home West Harlem Market,Broadway btwn W. 138th & W. 139th St,312,19,,40.822369,-73.953193
1009660,Hawaii Kai Park n Ride (People's Open Market),300 Keahole Street,18,12,,21.283943,-157.713935
1018282,Haymaker Farmers' Market,Franklin Avenue & Summit Street,506,4,44240,41.150692,-81.360033
1020044,Haymaker Farmers' Market,"1435 E Main St,",506,4,44240,41.155218,-81.337712
1021431,Healthway Park Farmers Market,4055 South Roy Wilson Way,507,17,46163,39.726276,-85.91723
1021671,Healthy New Albany Farmers Market,200 Market Square,508,4,43054,40.083073,-82.798908
1021672,Healthy New Albany Indoor Farmers Market,150 W Main St,508,4,43054,40.083073,-82.798908
1021211,Heathsville Farmers Market,73 Monument Place,509,9,22473,37.916391,-76.473204
1019786,Heber Market on Main,250 South Main,510,40,84032,40.329639,-111.167763
1019757,Helen Albert Certified Farmers' Market,1200 N. Vista St.,511,3,90046,34.094113,-118.351434
1019192,Henderson County Tailgate Market,100 North King Street,512,43,28739,35.314825,-82.458271
1019895,Henderson Farmers Market,,513,1,,40.778922,-97.811491
1021286,Hendricks Farmers Market,Main Street,514,20,56136,44.508647,-96.426422
1019802,Hereford Farm Market,17004 York Rd,515,35,,39.4668834,-76.644722
1021282,Heritage Acres Drive-thru Market,"507 W B St,",516,1,69001,40.199476,-100.631876
1020174,Heritage Farmers' Market,1313 N. Mill St.,517,27,40741,37.135019,-84.096167
1003684,Heritage Harvest Certified Farmers Market @Victoria,12505 N Main St   91739,518,3,91739,34.110872,-117.532318
1019234,Heritage Market,418 Main Street,519,47,85938,34.1324115,-109.281673
1006285,Hernando Farmers Market,2535 Highway 51 South,520,45,38632,34.823026,-89.994281
1019486,Herndon Farmers Market,768 Lynn Street,521,9,20170,38.970411,-77.387108
1021355,Herriman Farmers Market,5355 W. Herriman Main St.,522,40,84096,40.515537,-112.015037
1020026,Hickory Point UMC Produce Market,2001 Lock B Road North,523,13,37043,36.433597,-87.24862
1019224,High Desert Farmers Market,18422 Bear Valley RD,524,3,92395,34.473755,-117.257633
1019220,High Point Farmers Market,901 N Main Street,525,43,27262,35.966162,-80.012645
1012260,High Springs Farmers Market,115 NE Railroad Avenue,526,7,32643,29.825509,-82.596257
1006831,Highland Farmers' Market,61 Highland Center Drive,295,9,24465,38.409646,-79.586195
1021327,Highlands Ranch Farmers Market,Highlands Ranch Pkwy and Dorchester Rd,527,15,80129,39.547023,-104.999685
1018951,Highway 7 Market,1118 1st Ave,528,23,50563,42.5171234,-94.5353089
1019688,Hillsboro Farmers Market,5137 Glade Chapel Road,529,18,63050,38.232278,-90.566655
1019959,Hillsboro Farmers' Markets - Downtown Hillsboro,1st Ave and NW Lincoln St,529,16,97124,45.524375,-122.990366
1019962,Hillsboro Farmers' Markets - Orenco Station,6125 NE Cornell Rd,529,16,97124,45.534675,-122.917552
1021249,Hillsdale Farmers' Market,1405 SW Vermont St,195,16,97219,45.477581,-122.692801
1019669,Hinesville Farmers Market,"S Commerce St, Hinesville, GA 31313",530,24,31313,31.846772,-81.59569
1008020,"Hingham Farmers Market, Inc.",96 Otis Street,531,28,2043,42.247351,-70.888967
1005076,Hinsdale Farmers Market,30 E. Chicago Ave.,532,5,60521,41.8036543,-87.928694
1019330,Historic Downtown Farmers Market,121 Orange Street,533,30,71901,34.504886,-93.050943
1021208,Historic Downtown Jersey City Farmers Market,Grove PATH Plaza,491,2,,40.719659,-74.042428
1010937,Historic Farmers Market of Lapeer LLC,272 N. Court St.,534,6,48446,43.053482,-83.309076
1021533,Historic Lafayette Farmers Market,"5th Street, between Ferry and Columbia",428,17,47901,40.418803,-86.891858
1021511,Historic Lewes Farmers Market,36707 Crooked Hammock Way,535,38,19958,38.746394,-75.150657
1021512,Historic Lewes Farmers Market,Savannah Rd. and Sussex Ave.,535,38,19958,38.767703,-75.147417
1021516,Historic Lewes Farmers Market,Dupont and Johnson Avenues,535,38,19958,38.772404,-75.147503
1011761,Historic Marion Tailgate Market,67 West Henderson Street,536,43,28752,35.682465,-82.008815
1018972,Historic Newburgh Farmers Market,1 E Water St,537,17,47630,37.944042,-87.405321
1008980,Holden MO Farmer's Market,101 S Market St.,538,18,64040,38.7186566,-93.9908869
1021547,Hollidaysburg Farmers Market,Montgomery and Allegheny Street (near the Diamond),539,11,16648,40.429065,-78.394591
1019302,Holly Farmers Market,Crapo Park,540,6,48442,42.7906,-83.625343
1018853,Holly Springs Farmers Market,300 West Ballentine Street,541,43,27540,35.650573,-78.83619
1021229,Hollywood Farmers' Market,1600 Ivar Ave,57,3,90028,34.099639,-118.328191
1018458,Home Grown Farm Market,21078 Three Notch Road,542,35,20653,38.247929,-76.420927
1007267,Homer Farmers Market,Ocean Drive,543,50,99603,59.638109,-151.512342
1009663,Homewood Farmers Market,Martin Ave and Chestnut Rd,544,5,60430,41.562264,-87.666231
1012076,Hood River Farmers Market,5th Street & Columbia Street,545,16,,45.710094,-121.515814
1019819,Hoodland Farmers Market,67212 E. HWY 26,546,16,97067,45.349594,-121.960918
1021705,Hope & Main's Schoolyard Market,691 Main Street,547,29,2885,41.725289,-71.28193
1021711,Hope Street Farmers Market,1015 Hope St,46,29,2906,41.799956,-71.356584
1012041,Hopkins Farmers Winter Market,33 14th Avenue North,548,20,55343,44.925619,-93.417104
1020100,Hopkinsville-Christian County Downtown Farmers Market,110 W 9th Street,549,27,42240,36.866111,-87.489438
1008366,Hopkinton Farmers Market,Main Street and Ash Street,550,28,1748,42.229299,-71.51777
1019313,Hot Springs Farmers Market,c/o Rajni Lerman,533,41,57747,43.432276,-103.479082
1018200,Hub City Farmers' Market,498 Howard St.,551,26,29303,34.956245,-81.942413
1005674,Hudson Farmers Market,Corner of Columbia and Sixth Streets,552,19,12534,42.248656,-73.783692
1018152,Huguenot-Robious Farmers Market,2051 Huguenot Road,553,9,23236,37.519516,-77.610398
1019990,Huguenot-Robious Farmers Market @ The Great Big Greenhouse,2051 Huguenot Road,553,9,23235,37.519378,-77.610901
1021610,Humpday Farmers Market,1237 E Main St,554,5,62901,37.730073,-89.193194
1021612,Humpday Farmers Market,2421 W Main St,554,5,62901,37.731906,-89.247353
1019056,Hunterdon Land Trust Farmers Market,111 Mine Street,555,2,8822,40.505223,-74.871267
1010598,Huntingdon Farmers' Market,842 Penn Street,556,11,16652,40.485653,-78.01723
1021268,Huntley Farmers Market,11712 Coral Street,557,5,60142,42.168577,-88.424435
1019586,Hutto Farmers Market,208 East Street,558,14,78634,30.545152,-97.548336
1021635,Hwy 80 Produce,903 E. US Hwy 80,559,14,75693,32.528217,-94.8938
1011325,Hyattsville Farmers Market,4310 Gallatin Street,560,35,20781,38.952822,-76.941854
1021703,Hyde Park Farmers' Market,2700 Erie Avenue,426,4,45208,39.139569,-84.442416
1012621,Ida Area Farmers' Market,2nd Street,561,23,51445,42.345173,-95.470874
1006417,Idaho Falls Farmers' Market,A - D St. Memorial Drive,562,31,83402,43.494592,-112.042508
1005080,Imlay City Farmers Market,120 N Main,563,6,48444,43.02429,-83.074322
1020136,Imogene Stout Market on Main,139 North Main Street,536,27,42064,37.334578,-88.081353
1019011,Independence Farmers Market,100 1st St. W,564,23,50644,42.4687056,-91.8949732
1019236,INDEPENDENCE UPTOWN MARKET,211 W. Truman Rd.,564,18,64050,39.093845,-94.418179
1018772,Indian Lake Community Farmers Market,144 JOHN RUST RD,565,19,12842,43.782397,-74.270529
1019861,Indiana County Farmers Market,8th & Church St.,566,11,15701,40.621852,-79.155021
1004384,Ionia Farmers' Market,South Steele Street and Adams Street,567,6,48846,42.9814841,-85.0677261
1012626,iowa falls farmers' market,Corner of Rocksylvania Ave. anb Stevens St.,568,23,50126,42.521222,-93.264356
1019340,Isabahlia farmers Market,410 Livoinia Ave,569,19,11212,40.663651,-73.901875
1003680,Issaquah Farmers Market,1730 10th Ave N.W.,570,8,98027,47.550637,-122.049115
1001641,Ithaca Farmers Market,Center & Pine River Street,571,6,48847,43.292319,-84.598559
1004380,Ivanhoe Farmers Market,North end of Main Street,572,20,56142,44.465197,-96.246607
1006376,Jackalope Square Farmers Market,130 S. 3rd,573,46,82633,42.759014,-105.384457
1018907,Jackson (MO) Farmers Market,252 E. Jackson Blvd.,132,18,63755,37.3778137,-89.6659726
1018343,Jackson County Farmers Market,Diploma Drive,574,21,54615,44.291599,-90.862319
1020106,Jackson County Farmers Market,1296South Main St.,575,27,40447,37.430289,-83.988324
1020108,Jackson County Farmers Market,3034 Welchburg Rd.,576,27,40486,37.330559,-83.922703
1019263,Jackson County Farmers Market - Outdoor Market,110 Railroad Avenue,577,43,28779,35.375375,-83.218394
1018978,Jackson County Winter Farmers Market,23 Central Street,577,43,28779,35.375581,-83.224149
1021281,Jackson Food & Farm Market,2708 Sherman Rd,132,21,53037,43.309792,-88.171891
1009970,"Janesville Farmers Market, Inc.","Town Square, Downtown Janesville",578,21,53545,42.681669,-89.023298
1008299,Jasper Farmers Market,"Park and Ride, Stegall Drive",579,24,30143,34.46747,-84.4343796
1021306,Jefferson Farmers' Market,925 Chestnut Street,213,11,19107,39.94994,-75.156213
1020192,Jeffersontown Farmers Market,10434 watterson trail,580,27,40299,38.19521,-85.562797
1020090,Johnson County Farmers Market,826 F. M. Stafford Ave.,581,27,41240,37.812048,-82.8042
1002907,Joshua Tree Certified Farmers Market,61651 Twentynine Palms Highway,582,3,92252,34.1349431,-116.3182535
1018242,Juneau Farmers Market and Local Food Festival,350 Whittier,583,50,99801,58.29985,-134.4136031
1005270,Kailua Distirct Park (People's Open Market),21 South Kainalu Drive,584,12,96734,21.395631,-157.737337
1008375,Kaiser Permanente Fresno Farmers Market,7300 N. Fresno Street,201,3,93720,36.843017,-119.781524
1019774,Kalamazoo Farmers Market,1204 Bank Street,585,6,49001,42.275163,-85.588501
1005252,Kalihi Valley District Park (People's Open Market),1911 Kam IV Road,18,12,96819,21.344726,-157.8698
1008118,Kamehameha Community Park (People's Open Market),1400 Kalihi Street,18,12,96822,21.335165,-157.872454
1021264,Kamuela Farmers Market,67-139 Pukalani Road,586,12,96727,20.017794,-155.66266
1005253,Kaneohe District Park (People's Open Market),45-660 Keaahala Road,587,12,96788,21.409789,-157.810103
1005254,Kapolei Community Park (People's Open Market),91-1049 Kamaaha Loop,588,12,96707,21.333263,-158.066932
1005255,Kaumualii Street (People's Open Market),700 Kalihi Street,18,12,96819,21.327407,-157.877976
1021748,Kayleen Weister,5000 W National Ave,434,21,,43.020291,-87.976663
1019003,Keller Farmers Market,400 Bear Creek Parkway,589,14,76248,32.926757,-97.243807
1021369,Kenosha Public Market,Outdoor Summer Market 625 52nd Street- Indoor Winter Market 625 57th Street,590,21,53140,42.587189,-87.819902
1021743,Kenosha Public Market - Summer Outdoor,625 52nd Street,590,21,53140,42.587252,-87.820653
1021349,Kenosha Public Market - Winter Indoor,625 57th Street,590,21,53140,42.584009,-87.819183
1020011,Kensington Farmers Market,Kensington train station parking lot,591,35,20895,39.026476,-77.073728
1021742,Kentwood Farmers Market,4900 Breton Rd SE,592,6,49512,42.874394,-85.595648
1021567,Kershaw County Farmers Market,906 Broad Street,593,26,29020,34.243195,-80.606634
1010636,King Farmers' Market,105 Moore Road,594,43,27021,36.276367,-80.341178
1019120,King George Farmers Market,King George Middle School at 8246 Dahlgren Rd,595,9,22485,38.27678,-77.2028
1003269,Kingston Farmers' Market,Wall Street - Uptown Kingston,596,19,12402,41.932986,-74.019483
1019491,Kingstowne,5870 Kingstowne Towne Center,597,9,22315,38.8347926,-77.276198
1020032,Kingwood Farmers Market,2814 Town Center Circle,598,14,77339,30.047327,-95.184629
1019266,Kirksville Kiwanis Farmers' Market,100 North Elson Street,599,18,63501,40.195114,-92.584293
1019212,Kirtland Growers Market,47 Road 6500,600,48,87417,36.7507894,-108.3605187
1011117,Kittery Community Market,10 Shapleigh Road,601,33,3904,43.090021,-70.736542
1021332,Knox County Farmers Market,107 N 4th St,602,18,63537,40.167824,-92.172403
1020075,Knox County Farmers' Market,34 Bond Hill Rd,603,27,40906,36.849364,-83.867633
1021633,Koreshan State Park Farmers Market,3800 Corkscrew Road,604,7,33928,26.433896,-81.815322
1021244,KSQ Farmers Market,401 Birch St,605,11,19348,39.842787,-75.705331
1021250,L. A Mercado Agricola,,606,51,979,18.431395,-66.011273
1021345,La Cienega Farmers Market,1835 La Cienega Blvd,607,3,90035,34.044973,-118.37983
1003343,La Familia Verde Farmers Market,East Tremont Ave. between Lafontaine Ave& Arthue Ave,505,19,10460,40.846468,-73.893737
1019986,La Familia Verde Market,Tremont Ave between Arthur Ave & LaFontaine Ave,505,19,10457,40.849357,-73.891978
1020123,La Grange Farmers' Market & Artisans,100 East Main Street,608,27,40031,38.407465,-85.379458
1019506,La Plata Farmers Market - Saturday,209 Washington Ave,609,35,20646,38.531647,-76.978699
1019649,Lachat Farmers Market,106 Godfrey Road West,610,32,6883,41.235769,-73.385668
1019409,Lafayette County Farmers Market,224 E. First Street,611,30,71845,33.355445,-93.577673
1019103,Lake Barrington Farmer's Market,28214 West Northwest Highway,612,5,60010,42.180694,-88.183818
1003863,Lake Oswego Farmers' Market,"Millennium Plaza Park, 200 First Street",613,16,97034,45.417855,-122.664774
1012206,Lake Placid Farmers' Market,281 Station Street,614,19,12946,44.2770413,-73.9841054
1019850,Lakes Area Growers Market,1001 Kingwood ST,615,20,56401,46.358912,-94.193437
1019851,Lakes Area Growers Market,7915 MN-210,616,20,56425,46.352551,-94.235284
1019198,Lakeside Farmers Market - Saturday - year round,6110 Lakeside Avenue,617,9,23228,37.6145155,-77.4710931
1002021,Lakeside Farmers' Market,1606 lakeside ave.,618,9,23228,37.614945,-77.470522
1002521,Lakewood Earth and Food (LEAF) Community Farmers' Market,15425 Detroit,619,4,44107,41.484539,-81.804266
1019427,Lakewood NY Farmers' and Artisans' Market,Chautauqua Ave,619,19,14750,42.103565,-79.326095
1020051,Lakewood Village Farmers Market,6434 E Mockingbird Lane,470,14,75218,32.835725,-96.751083
1019035,Lamoni Farmer's Market,610  E. Main St  or Corner of Main St & South Linden St,620,23,50140,40.62353,-93.933204
1021683,Lanark Farmers Market,101 N Broad St,621,5,61046,42.102271,-89.832636
1019852,Lancaster Farmers Market,West Chestnut Street,332,4,43130,39.712631,-82.603853
1019352,Landon's Greenhouse Farmers Market,505 College Meadows Drive,622,46,82801,44.760524,-106.948321
1005352,Lane County Farmers Holiday Market,Lane Event Center (Fairgrounds),623,16,97401,44.056748,-123.116207
1009803,Lane County Farmers Market,8th Ave & Oak St.,623,16,97401,44.050826,-123.09154
1019756,Lansdale Farmers' Market,400 Penn Street,624,11,19446,40.234201,-75.277496
1021291,Larimer County Farmers' Market,200 W. Oak St.,625,15,80521,40.586073,-105.080197
1021661,Latah Farmers Market,State Highway 8,626,31,83871,46.736826,-116.775987
1012344,Latham Farmers Market,109 Weatherly Road,627,37,35803,34.647522,-86.56453
1019030,Laurel Farmers Market,,628,45,39440,31.692522,-89.130033
1018834,Lawrence Farmers Market,,261,6,49064,42.219637,-86.048868
1021324,Lawrence Farmers' Market - Saturday Downtown Market,824 New Hampshire Street,261,22,66044,38.96859,-95.23448
1021325,Lawrence Farmers' Market - Tuesday Market,1140 Massachusetts Street,261,22,66044,38.963018,-95.235986
1019450,Lawrenceville Farmers Market,250 40th Street,112,11,15201,40.467011,-79.961092
1021647,LEAF Food Hub,"9535 US Hwy 51 N, Cobden, IL 62920",629,5,62920,37.533392,-89.254353
1016810,Lebanon City Market,309 S Lebanon St.,630,17,46052,40.0456714,-86.469047
1018113,Lebanon Farmers Market,579 Exeter Road,630,32,6249,41.635781,-72.212877
1019158,Legacy Farmers Market,18402 US Highway 281 N,21,14,78259,29.609419,-98.465436
1006652,Legion Park Farmers Market,6601 Biscayne Blvd,631,7,33138,25.836451,-80.183684
1002768,Leland Farmers Market,River Street,632,6,49654,45.022857,-85.759459
1019512,Lenexa Farmers Market,17201 W. 87th St. Pkwy,633,22,66219,38.965267,-94.803914
1010483,Lenoir County Farmers Market,100N. Herritage Street,634,43,2804,35.260631,-77.584119
1016916,Lettuce Eat Well Farmers' Market,4040 Harrison Ave,426,4,45211,39.1587027,-84.617203
1004651,Lewis County General Hospitals Farmers Market,7785 North State street,635,19,13367,43.794672,-75.500665
1019503,Lewiston Area Farmers Market,170 S Fremont St,636,20,55952,43.980991,-91.866902
1019808,Lewiston Farmers Market,65 Main St.,636,33,4240,44.096575,-70.220379
1019726,Lewiston Winter Farmers Market,130 East Ave.,636,33,4240,44.089594,-70.172185
1021470,Lexington Farmers' Market,Worthen Road Practice Field,116,28,2421,42.444009,-71.235394
1019346,Lexington Small Yet Mighty Winter Farmers Market,739 Massachusetts Avenue,637,28,2420,42.429242,-71.206748
1019650,Liberty Park Market,"Liberty Park, 600 East 900 South",638,40,84105,40.744796,-111.872426
1018927,Ligonier Country Market,110 Andi Lane,639,11,15658,40.2501886,-79.2507333
1021361,Lilburn Farmers Market,1400 Killian Hill Rd,640,24,30047,33.859588,-84.081093
1004848,Lincoln County Producers' Markets,360 Lincoln Street,641,44,89008,37.61666,-114.5149
1011300,Lincoln Heights Certified Farmers Market,N. Broadway & Sichel,57,3,90031,34.07348,-118.213092
1020132,Lincoln Heights Certified Farmers Market,N. Broadway & Sichel,57,3,90031,34.073591,-118.213102
1019304,Lincoln Park Farmers Market,SW Corner Fort Street & Southfield Road,642,6,48146,42.249843,-83.177664
1021198,Linda Vista Certified Farmers Market,6939 Linda Vista Rd.,223,3,92111,32.785209,-117.170563
1019167,Linton Farmers' Market,,643,17,47441,39.039325,-87.149098
1019678,Litchfield Hills Farm-Fresh Market,West Street and Woodruff Lane,644,32,6759,41.743812,-73.189724
1019679,Litchfield Hills Farm-Fresh Market,421 Bantam Rad,645,32,6759,41.740678,-73.215193
1019631,Little Farm Store Market,520 Lucky Road,646,18,65746,37.118045,-92.680159
1019207,Little Italy Farmers Market,331 West 18th Street,647,11,16502,42.1155929,-80.085081
1019995,Little Italy Mercato CFM,555 W Date Street,223,3,92101,32.723123,-117.167574
1021390,Little River County Farmers Market,,648,30,71822,33.661403,-94.1176
1012027,Little River Farmers Market,4461 Mineola Ave,649,26,29566,33.880648,-78.640489
1019538,Livingston Farmers Market,Miles Band Shell Park,650,25,59047,45.654254,-110.556707
1018418,Livonia Wilson Barn Farmers Market,29350 W. Chicago,651,6,48150,42.362596,-83.331995
1018901,Local APX Market - Seasonal,1848 Church Street,652,9,24522,37.353215,-78.826847
1020094,Logan County Farmer's Market,255 John Paul Avenue,653,27,42276,36.866286,-86.884185
1019494,Lorton,8990 Lorton Station Blvd,654,9,22079,38.698239,-77.216355
1005431,Los Ranchos Growers' Market,"City Hall, 6718 Rio Grande Blvd. NW",655,48,87107,35.158683,-106.654919
1018919,Louisiana Community Betterment Farmer's Market,"Sunset Park, Georgia Street",656,18,63353,39.441188,-91.062659
1000462,Loveland Farmers Market,205 Broadway Street,224,4,45140,39.266388,-84.259924
1016820,Low-Line Market at Southport,3410 N Southport Ave,7,5,60657,41.943816,-87.664233
1021727,Lowell Area Farmers' Market,11940 Fulton St,657,6,49331,42.93063,-85.372381
1011233,Lower Valley Farmers Market,Main street,658,16,97885,45.570355,-117.528643
1018922,Lowville Farm and Craft Market,5473 Bostwick Street,635,19,13367,43.793854,-75.491021
1011800,LSI Global Greens Farmers' Market,3200 University Ave,84,23,50311,41.599698,-93.660454
1021257,Ludington Farmer's Market,,659,6,49431,43.955713,-86.447744
1019622,LVHMC Bluemont Farmers Market,"EE Lake General Store, 33721 Snickersville Turnpike",660,9,20135,39.110875,-77.833365
1019177,LVHMC Cascades Farmers' Market,21060 Whitfield Drive,661,9,20165,39.031603,-77.395364
1019175,LVHMC Leesburg Farmers Market,"101 Catoctin Circle, S. E.",662,9,20175,39.107555,-77.565734
1019176,LVHMC Loudoun Station Farmers Market,Gramercy Park Drive and Central Station Drive,663,9,20147,39.006277,-77.489597
1019940,Lynchburg Community Market,1219 Main St,664,9,24504,37.411517,-79.140379
1019435,Lynden Farmers Market,4th and Grover Street at Centennial Park,665,8,98264,48.944087,-122.452228
1011538,Mableton Farmers Market,5239 Floyd Road,666,24,30126,33.826085,-84.575384
1000481,Madison County Farmers Market,112 N. John Wayne Dr.,667,23,50273,41.335222,-94.013604
1012249,Madison Farmers Market,Highway 40 E. and 1st St.,34,20,56256,45.0087575,-96.1754168
1005201,Madison NJ Farmers Market,Central Avenue between Cook Avenue and Main Street,34,2,7940,40.759057,-74.414532
1012046,Madras Saturday Market Holiday Market,"7th Street, between C and B Streets",668,16,97741,44.638418,-121.127162
1021339,Madrona Farmers Market,1126 Martin Luther King Jr Way,66,8,98122,47.612616,-122.295751
1019360,MADWest Winter Farmers' Market,55 South Gammon Road,34,21,53717,43.066326,-89.502026
1021197,Main Street DeFuniak Farmer's Market,Baldwin Avenue between 7th and 8th St.,669,7,32435,30.720266,-86.1137
1018407,Main Street Dyersburg Farmers Market,335 Clark Ave. South,670,13,38024,36.030081,-89.389549
1005528,Main Street Farmers Market,South Main at Wheeling,237,11,15301,40.169,-80.245
1006837,Main Street Farmers Market,401 Main Street,671,3,95667,38.730544,-120.796965
